tags,post
ruby|ruby-on-rails-3|gem|cygwin|metasploit,gem install network_interface -v  0.0.1  errors cygwin  i m trying to install metasploit in windows. when running the script in cygwin  the network_interface gem won t install. i believe i have all the dependencies installed. can anyone help  thanks in advance.   <pre><code>$ gem install network_interface -v  0.0.1  error:  error installing network_interface:         error: failed to build gem native extension.      c:/ruby200-x64/bin/ruby.exe extconf.rb  [*] running checks for netifaces code... [*] warning : this platform as not been tested checking for getifaddrs()... no checking for getnameinfo()... yes checking for siocgifconf in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgsizifconf in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifhwaddr in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifaddr in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifflags in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifdstaddr in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifbrdaddr in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocgifnetmask in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocglifnum in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocglifconf in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for siocglifflags in sys/types.h sys/socket.h sys/ioctl.h net/if.h netinet/in.h arpa/inet.h... no checking for net/if_dl.h... no checking for netash/ash.h... no checking for netatalk/at.h... no checking for netax25/ax25.h... no checking for neteconet/ec.h... no checking for netipx/ipx.h... no checking for netpacket/packet.h... no checking for netrose/rose.h... no checking for struct sockaddr.sa_len in sys/types.h sys/socket.h net/if.h... no checking for struct sockaddr_at in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ax25 in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_dl in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_eon in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_in in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_in6 in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_inarp in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ipx in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_iso in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ns in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_un in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_x25 in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_rose in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ash in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ec in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_ll in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_atmpvc in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_atmsvc in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_dn in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_irda in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no checking for struct sockaddr_llc in sys/types.h sys/socket.h sys/un.h net/if.h netinet/in.h... no creating makefile  make  destdir=  generating network_interface_ext-x64-mingw32.def compiling netifaces.c netifaces.c: in function  rbnetifaces_s_interface_info : netifaces.c:794:11: warning: pointer targets in passing argument 1 of  strlen  differ in signedness [-wpointer-sign] in file included from c:\devkit\mingw\bin\../lib/gcc/x86_64-w64-mingw32/4.7.2/../../../../x86_64-w64-mingw32/include/winnt.h:1446:0                   from c:\devkit\mingw\bin\../lib/gcc/x86_64-w64-mingw32/4.7.2/../../../../x86_64-w64-mingw32/include/windef.h:137                   from c:\devkit\mingw\bin\../lib/gcc/x86_64-w64-mingw32/4.7.2/../../../../x86_64-w64-mingw32/include/windows.h:59                   from c:\devkit\mingw\bin\../lib/gcc/x86_64-w64-mingw32/4.7.2/../../../../x86_64-w64-mingw32/include/winsock2.h:23                   from c:/ruby200-x64/include/ruby-2.0.0/ruby/win32.h:40                   from c:/ruby200-x64/include/ruby-2.0.0/ruby/defines.h:153                   from c:/ruby200-x64/include/ruby-2.0.0/ruby/ruby.h:70                   from c:/ruby200-x64/include/ruby-2.0.0/ruby.h:33                   from netifaces.c:1: c:\devkit\mingw\bin\../lib/gcc/x86_64-w64-mingw32/4.7.2/../../../../x86_64-w64-mingw32/include/intrin.h:434:5: note: expected  const char *                          but argument is of type  lpbyte  netifaces.c:794:11: warning: pointer targets in passing argument 1 of  rb_str_new  differ in signedness [-wpointer-sign] in file included from c:/ruby200-x64/include/ruby-2.0.0/ruby/ruby.h:1568:0                   from c:/ruby200-x64/include/ruby-2.0.0/ruby.h:33                   from netifaces.c:1: c:/ruby200-x64/include/ruby-2.0.0/ruby/intern.h:674:7: note: expected  const char *  but argument is of type  lpbyte  netifaces.c:794:11: warning: pointer targets in passing argument 1 of  rb_str_new_cstr  differ in signedness [-wpointer-sign] in file included from c:/ruby200-x64/include/ruby-2.0.0/ruby/ruby.h:1568:0                   from c:/ruby200-x64/include/ruby-2.0.0/ruby.h:33                   from netifaces.c:1: c:/ruby200-x64/include/ruby-2.0.0/ruby/intern.h:675:7: note: expected  const char *  but argument is of type  lpbyte  linking shared-object network_interface_ext.so netifaces.o: in function `rbnetifaces_s_interface_info : c:\ruby200-x64\lib\ruby\gems\2.0.0\gems\network_interface-0.0.1\ext\network_interface_ext/netifaces.c:717: undefined reference to `getadapte                        rsinfo  netifaces.o: in function `rbnetifaces_s_interfaces : c:\ruby200-x64\lib\ruby\gems\2.0.0\gems\network_interface-0.0.1\ext\network_interface_ext/netifaces.c:559: undefined reference to `getadapte                        rsinfo  netifaces.o: in function `rbnetifaces_s_addresses : c:\ruby200-x64\lib\ruby\gems\2.0.0\gems\network_interface-0.0.1\ext\network_interface_ext/netifaces.c:238: undefined reference to `getadapte                        rsinfo  collect2.exe: error: ld returned 1 exit status make: *** [network_interface_ext.so] error 1   gem files will remain installed in c:/ruby200-x64/lib/ruby/gems/2.0.0/gems/network_interface-0.0.1 for inspection. results logged to c:/ruby200-x64/lib/ruby/gems/2.0.0/gems/network_interface-0.0.1/ext/network_interface_ext/gem_make.out temporarily enhancing path to include devkit... building native extensions.  this could take a while...  user@kmihoqrjohe /opt/metasploit-framework </code></pre>
chat,javascript open source to make gui like chat application   can anyone explain to me   i want develop chat application with javascript ui.. i know jquery ui  yui  but i need more powerful to develop rich ui..    thanks
iphone|ios|ipad,is there s a head first version of iphone & ipad development which covers sdk 5.1 or xcode 4   i just was asking about the existence of a headfirst book(iphone&amp;ipad development) which covers sdk 5 or xcode 4  if there isn t what the best books to study iphone and ipad development on the latest release of the sdk and xcode
powershell|powershell-v3.0,powershell - get-adcomputer -properties memberof  i am trying to find if any servers in our enviroment have not been applied to a particular group. i have a list of groups that we use to patch our windows servers on partiular days / nights / manual etc...  i am trying to check if any server in our enviroment was incorrectly put on the domain and missed this step - does not have a patching group member.    so far i i have:   <pre><code>$servers = get-adcomputer -filter  objectclass -eq  computer   -properties * foreach ($server in $servers) {    if($server.operatingsystem -match  windows server 2008  -or $server.operatingsystem match  windows server 2003  ) {    $server.name  $server.operatingsystem  $server.memberof    } } </code></pre>   above lists all servers that run windows in our enviroment and the members assigned to that computer object. say we have 3 particular groups that manage how these servers are patched.    group1  group2  group 3    every server from the script above should return servers with group1  group2 or group3. i would like to return all the servers that dont have group1  group2 or group3 applied.    please can someone point me in the right direction.    thank you.
windows|multithreading|sql-server-2008|odbc,odbc3 multiple statements vs multiple connections  so right now i have a single thread to handle all the requests for the database. let s say i have 400 requests per second for logins / logouts / other stuff  and 400 requests per second which are only related to items (move them  update them  remove them  etc).    obviously  the problem is that if i want to load an item from the database  but the database is currently processing a login request  then there s gonna be a delay. and i want it to be instant  that s why i wanted to create another thread  exclusive to process item requests  and the other thread to process logins/logouts  etc.    microsoft says this:   <blockquote>   <blockquote>      <strong>1:</strong> have multiple statement handles on a single connection handle  with a single thread for each statement handle.            <strong>2:</strong> have multiple connection handles  with a single statement handle and single thread for each connection handle.    </blockquote> </blockquote>  <ul> <li> what are exactly the differences on both approaches  i obviously need to fetch data and insert/update in both threads at the same time. </li> <li> will this 2 threads vs 1 approach speed up things  </li> </ul>   both threads will work exclusive in different sql tables (ie the thread for the items will only use items_table  it will never use the login_table and vice-versa)    currently i m using the following functions (c++):   <pre><code>sqlsetenvattr with sql_ov_odbc3 sqlconnect  sqlallochandle sqlbindparameter sqlexecdirect </code></pre>
javascript|php|jquery|html|twitter-bootstrap,modal pop up bootstrap  jquery  php  i m trying to use a form with modal pop up from bootstrap.    when i push the  registrar  button  the hidden form appears and works fine. however  when i complete the form and push the send button  the data is saved in my database but the form doesn t hide.     what am i doing wrong     the code:    html:   <pre><code>&lt;!doctype html&gt; &lt;html lang= es &gt;   &lt;head&gt;     &lt;meta http-equiv= content-type  content= text/html; charset=utf-8  /&gt;     &lt;meta name= viewport  content= width=device-width  initial-scale=1 &gt;     &lt;meta name= description  content=  &gt;     &lt;meta name= author  content=  &gt;     &lt;title&gt;mis tareas&lt;/title&gt;      &lt;link href= estilos/smoothness/jquery-ui-1.10.4.custom.css  rel= stylesheet &gt;     &lt;link href= estilos/bootstrap/bootstrap.min.css  rel= stylesheet  media= screen &gt;     &lt;link href= estilos/signin.css  rel= stylesheet &gt;     &lt;link href= estilos/estilo.css  rel= stylesheet &gt;      &lt;script type= text/javascript  src= js/jquery-1.11.0.js &gt;&lt;/script&gt;     &lt;script type= text/javascript  src= js/jquery_ui/jquery-ui-1.10.4.custom.min.js &gt;&lt;/script&gt;     &lt;script type= text/javascript  src= js/bootstrap/bootstrap.min.js &gt;&lt;/script&gt;      &lt;script type= text/javascript  src= js/jquery-validation-1.11.1/dist/jquery.validate.min.js &gt;&lt;/script&gt;     &lt;script type= text/javascript  src= js/jquery-validation-1.11.1/lib/jquery.metadata.js &gt;&lt;/script&gt;     &lt;script type= text/javascript  src= js/jquery-validation-1.11.1/localization/messages_es.js &gt;&lt;/script&gt;     &lt;script type= text/javascript  src= js/mainjavascript.js &gt;&lt;/script&gt;    &lt;/head&gt;   &lt;body&gt;       &lt;div id= formulario  title= registrarse &gt;             &lt;form action= include/registro.php  method= post  id= formregistro  name= formregistro  role= form &gt;                 &lt;fieldset id= ocultos &gt;                     &lt;input type= hidden  id= accion  name= accion  class= {required:true} /&gt;                 &lt;/fieldset&gt;             &lt;fieldset id= datosuser &gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= nombres &gt;nombres&lt;/label&gt;                     &lt;span class= info &gt;&lt;/span&gt;                     &lt;input type= text  id= nombres  name= nombres  placeholder= nombres  class= form-control  required autofocus&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= apellidos &gt;apellidos&lt;/label&gt;                     &lt;span&gt;&lt;/span&gt;                     &lt;input type= text  id= apellidos  name= apellidos  placeholder= apellidos  class= form-control   required&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= nick &gt;nombre de usuario&lt;/label&gt;                     &lt;span&gt;&lt;/span&gt;                     &lt;input type= text  id= nick  name= nick  placeholder= nombre usuario  class= form-control   required&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= pass &gt;contrase&amp;ntilde;a&lt;/label&gt;                                 &lt;span&gt;&lt;/span&gt;                     &lt;input type= password  id= pass  name= pass  placeholder= contrase&amp;ntilde;a  class= form-control   required&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= rpass &gt;repetir contrase&amp;ntilde;a&lt;/label&gt;                     &lt;span&gt;&lt;/span&gt;                     &lt;input type= password  id= rpass  name= rpass  placeholder= repetir contrase&amp;ntilde;a  class= form-control   required&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= email &gt;email&lt;/label&gt;                     &lt;span&gt;&lt;/span&gt;                     &lt;input type= email  id= email  name= email  placeholder= email  class= form-control  required&gt;                 &lt;/div&gt;                 &lt;div class= input-gorup &gt;                     &lt;label  for= departamento &gt;departamento&lt;/label&gt;                     &lt;span&gt;&lt;/span&gt;                     &lt;input type= text  id= departamento  name= departamento  placeholder= departamento  class= form-control   required&gt;                 &lt;/div&gt;                 &lt;/fieldset&gt;                 &lt;button id= send  class= btn btn-lg btn-primary btn-block  type= submit &gt;continuar&lt;/button&gt;                  &lt;fieldset id= ajaxloader  class= ajaxloader hidden &gt;                     &lt;img src= images/default-loader.gif &gt;                     &lt;span&gt;espere un momento...&lt;/span&gt;                 &lt;/fieldset&gt;                   &lt;/form&gt;         &lt;/div&gt;     &lt;div class= wrapper &gt;     &lt;section class= container &gt;        &lt;form class= form-signin  role= form  action= include/login.php  method= post &gt;         &lt;h2 class= form-signin-heading &gt;inciar sesi&amp;oacute;n&lt;/h2&gt;         &lt;input type= text  class= form-control  placeholder= usuario  name= nick  id= nick  required autofocus&gt;         &lt;input type= password  class= form-control  placeholder= password  name= pass  id= pass  required&gt;         &lt;button class= btn btn-lg btn-primary btn-block  type= submit &gt;entrar&lt;/button&gt;        &lt;/form&gt;          &lt;div id= btnadduser  class= center adduser &gt;             &lt;button id= irnuevouser  class= btn btn-default btn-block  role= button &gt;registrarse&lt;/button&gt;             &lt;/div&gt;         &lt;/section&gt;     &lt;/div&gt;   &lt;/body&gt; &lt;/html&gt; </code></pre>   the js file:   <pre><code>$(function(){           //creación de ventana formulario           $( #formulario ).dialog({               autoopen:false                modal:true                width:500              height: auto               resizable: false              close:function(){                 $( #formregistro fieldset &gt; span ).removeclass( error ).empty();                 $( #formregistro input[type= text ] ).val(  );                 $( #formregistro input[type= password ] ).val(  );                 $( #formregistro input[type= email ] ).val(  );                 $( #formregistro select &gt; option ).removeattr( selected );             }         });          // funcionalidad del botón que abre el formulario         $( #irnuevouser ).on( click  function(){             // asignamos valor a la variable acción             $( #accion ).val( adduser );              // abrimos el formulario             $( #formulario ).dialog({                 title: agregar usuario                   autoopen:true             });         });      // validar formulario         $( #formregistro ).validate({             submithandler: function(){                  var str = $( #formregistro ).serialize();                  // alert(str);                  $.ajax({                     beforesend: function(){                         $( #formregistro ).show();                     }                      cache: false                      type:  post                       datatype:  json                       url:  include/registro.php                       data: str +  &amp;id=  + math.random()                      success: function(response){                              $( #formregistro .ajaxloader ).hide();                         // validar mensaje de error                         if(response.respuesta == false){                             alert(response.mensaje);                         }                         else{                             // si es exitosa la operación                             $( #formregistro .ajaxloader ).dialog({autoopen:false});                         }                          $( #formulario .ajaxloader ).dialog({autoopen:false});                      }                     error:function(xhr  status  error){                         //var err = eval( (  + xhr.responsetext +  ) );                         console.log(xhr.responsetext);                         }                 /*      error: function(jqxhr  textstatus  errorthrown) {                             console.log(json.stringify(jqxhr));                              console.log( ajax error:   + textstatus +   :   + errorthrown);                         }*/                 });                  return false;              }              errorplacement: function(error  element) {                 error.appendto(element.prev( span ).append());             }         });    }); </code></pre>   and the php file that processes the data and sends it to the database:   <pre><code>&lt; php include ( funciones.php ); //if(verifyuser()){     $nick           = $_post[ nick ];     $pass           = $_post[ pass ];     $rpass          = $_post[ rpass ];     $nombres        = $_post[ nombres ];     $apellidos      = $_post [ apellidos ];     $email          = $_post[ email ];     $departamento   = $_post[ departamento ];     $idpersona      =   ;     $reqlen = strlen($nick) * strlen($pass) * strlen($rpass);      if($reqlen &gt; 0) {         if ($pass === $rpass) {             $pass = md5($pass);             $idrol = 2;             $estadousuario = 1;             //require (funciones.php );              consultar( insert into persona (nombres  apellidos  email  departamento)                          values  ( $nombres    $apellidos    $email    $departamento ) );             $execute = consultar( select nombres  idpersona from persona where nombres= $nombres  );             //$execute = mysql_query($query) or die (mysql_error());             if ($row=mysql_fetch_array($execute)){                 $idpersona  =   $row[ idpersona ];             }             consultar( insert into login (nick  pass  email  rol_idrol  estadousuario  persona_idpersona)                          values ( $nick    $pass    $email    $idrol    $estadousuario    $idpersona ) ) or die (mysql_error());              //echo  los datos han sido enviados correctamente  revise su correo para obtener el link de alta de usuario ;             header( location: ../registrook.html );         } else {             echo  las contraseñas ingresadas no coinciden  ingresar dos contraseñas iguales. ;         }      } else {         echo  para continuar debe llenar todos los campos requeridos. ;     } //}else {     //header ( location: error.php );     //}  &gt; </code></pre>   i m using firebug to try to find the error.<br> this is the response when i push the  send  button:   <pre><code>accept-ranges   bytes connection  keep-alive content-length  885 content-type    text/html date    mon  22 sep 2014 23:20:36 gmt keep-alive  timeout=5  max=99 server  apache/2.4.10 (unix) openssl/1.0.1i php/5.5.15 mod_perl/2.0.8-dev perl/v5.16.3 ver código fuente accept  application/json  text/javascript  */*; q=0.01 accept-encoding gzip  deflate accept-language es-ar es;q=0.8 en-us;q=0.5 en;q=0.3 content-type    application/x-www-form-urlencoded; charset=utf-8 cookie  phpsessid=9g25h7ailr0mpjmnetcaupvbu3 host    localhost referer http://localhost/www/final3/index.html user-agent  mozilla/5.0 (x11; ubuntu; linux x86_64; rv:33.0) gecko/20100101 firefox/33.0 x-requested-with    xmlhttprequest  &lt;!doctype html&gt; &lt;html lang= es &gt;     &lt;head&gt;         &lt;meta http-equiv= content-type  content= text/html; charset=utf-8  /&gt;         &lt;title&gt;gtd-master&lt;/title&gt;         &lt;meta name= keywords  content=   /&gt;         &lt;meta name= description  content=   /&gt;         &lt;link href= estilos/estilo.css  rel= stylesheet  type= text/css  /&gt;      &lt;/head&gt;     &lt;body&gt;         &lt;div id= header &gt;             &lt;h1&gt;gtd-master&lt;/h1&gt;             &lt;h1&gt;bienvenidos al sistema get things done&lt;/h1&gt;         &lt;/div&gt;         &lt;!-- end #header --&gt;         &lt;div id= wrapper &gt;             &lt;div id= content &gt;                 &lt;h5&gt;su registro se realizo correctamente.&lt;/h5&gt;                 &lt;h4&gt;para completar el mismo revise su correo para obtener el link para activar su cuenta.&lt;/h4&gt;                 &lt;a href= index.html  target= _self &gt; &lt;input type= button  name= boton  value= volver  /&gt;&lt;/a&gt;             &lt;/div&gt;         &lt;/div&gt;         &lt;!-- end #content --&gt;         &lt;div id= footer &gt;         &lt;p id= legal &gt;&lt;/a&gt;&lt;/p&gt;         &lt;p id= brand &gt;&lt;/p&gt;         &lt;/div&gt;         &lt;!-- end #footer --&gt;      &lt;/body&gt; &lt;/html&gt; </code></pre>   this seems to be working but it doesn t show the success page and it doesn t hide the modal box.
matlab,should i be using arrayfun in matlab like this   i started learning a little matlab a couple days ago.    i wanted to plot a dirac-comb-like approximation  so given that i knew some functional programming  and that i have been told  you shouldn t need <code>for</code> loops in matlab   i ended up with this:   <pre><code>m = 50 dx = 0.1 r = 20 x = -r/dx:r/dx y = arrayfun(@(k) dx .* sum(exp(-2j * pi * dx * k * (-m:dx:m)))  x) </code></pre>   but i feel <code>arrayfun</code> isn t a good way to do this -- it just feels awkward/overkill in matlab.    or maybe it s just me  i don t know.<br> is there a better way to plotting this graph without resorting to <code>arrayfun</code>  or is this the best way
node.js|encryption,is there a vulnerability if the beginning of the plaintext is known before encryption   assuming this is my encrypt and decrypt function using native <code>crypto</code> from node.js.   <pre><code>var algo =  aes-256-cbc ; var algosecret =  mysecret ;  var encrypt = function(secret){     var cipher = require( crypto ).createcipher(algo algosecret);     var crypted = cipher.update(secret  utf8   hex )     crypted += cipher.final( hex );     return crypted; } var decrypt = function(text){     var decipher = require( crypto ).createdecipher(algo algosecret);     var dec = decipher.update(text  hex   utf8 );     dec += decipher.final( utf8 );     return dec; } </code></pre>   i have to encrypt data of length 20. however  the first 8 chars are always the same and known by everyone. ex: always starts with <code>api-key=</code>. does including or removing the 8 first chars affect the security of the system      ex: <code>encrypt( api-key=askjdhaskdhaskd )</code> vs <code> api-key=  + encrypt( askjdhaskdhaskd )</code>
ios|uiimageview,image looks bad when testing  but original image file is looking just fine  why does my image look awful when i m testing the app on my 5s. it also looks awful when testing it on the simulator. my image has the same width as the 5s: 640px. it is saved as @2x. the uiimageview has the exact same size as the image: 640. the uiimageview is also keeping the view in ratio.    <a href= http://i.stack.imgur.com/lnu7s.jpg  rel= nofollow >my result</a>    i m trying to archive the same quality result as shown in the second image  which is screenshotted from a random relevant app.    <a href= http://i.stack.imgur.com/plhmc.jpg  rel= nofollow >the quality i want</a>    i can t add the original image file because i need 10 reputation for another link. but i can assure you that the original image file looks just fine. so somewhere in xcode there is going something wrong
asp.net|gridview|button,asp.net gridview  change properties in button from itemtemplate  i have a gridview that renders books from a database.    in each line a delete/edit button is rendered. when the user clicks the edit button  i want the the cancel and update buttons to appear and the edit buttton to become disabled.    i thought about using the onclick event for the edit button along with the gridview row for getting the appropriate button based on the row  setting the edit button s enable property to false and the visibility of the cancel and update buttons to true.    however  it seems i can not change the properties even for the edit button that i get from the event handler.    here is the code.   <pre><code>protected void editbutton_click(object sender  eventargs e) {     button sender = (button)sender;     sender.text =     ; //this change is not applied!!      //button sender = (button)sender;     //gridviewrow grdrow = (gridviewrow)sender.parent.parent;     //button btn = (button)grdbooks.rows[grdrow.rowindex].cells[1].findcontrol( cancelbutton ); }   &lt;asp:gridview     id= grdbooks      datasourceid= srcbooks      datakeynames= product_id       autogeneratecolumns= false      cssclass= products      gridlines= none      runat= server  onrowcreated= grdbooks_rowcreated &gt;    &lt;columns&gt;      &lt;asp:templatefield&gt;       &lt;itemtemplate&gt;         &lt;asp:button  causesvalidation= false  id= deletebutton  commandname= delete  runat= server  text= delete  /&gt;         &lt;asp:button  causesvalidation= false  id= editbutton  commandname= edit  runat= server  text= edit  onclick= editbutton_click  /&gt;             &lt;asp:button  causesvalidation= false  id= cancelbutton   enabled= false  visible= true  commandname= cancel  runat= server  text= cancel  /&gt;           &lt;asp:button  causesvalidation= false  id= updatebutton   enabled= false  visible= true  commandname= update  runat= server  text= update  /&gt;         &lt;/itemtemplate&gt;    &lt;/asp:templatefield&gt;     &lt;%-- &lt;asp:commandfield  buttontype= button   showeditbutton= true /&gt;--%&gt;     &lt;asp:boundfield          datafield= isbn           readonly= true          headertext= isbn  /&gt;     &lt;asp:boundfield          datafield= title          readonly= true          headertext= title  /&gt;     &lt;asp:boundfield          datafield= first_name           readonly= true          headertext= first name  /&gt;     &lt;asp:boundfield          datafield= last_name           readonly= true          headertext= last name  /&gt;         &lt;asp:boundfield          datafield= price           headertext= price  /&gt;     &lt;asp:boundfield          datafield= quantity           headertext= quantity  /&gt;     &lt;/columns&gt; &lt;/asp:gridview&gt;     </code></pre>
neo4j,neo4j property name  node name and edge name length  if concerned with the ram footprint of a neo4j graph database should the model be designed to contain intentionally short property names  node names and edge names in the case where there may be millions of these items in order to save space or does name node/property/edge length not impact ram footprint - is there just one copy of the name or is it repeated in each node/edge
twitter-bootstrap-3|progress-bar|removing-whitespace,how to remove the whitespace below the bootstrap progress bar  how can i remove or minimize the gap in between progress bar and string:   <pre><code>&lt;div class= progress &gt;&lt;div class= progress-bar  role= progressbar  aria-valuenow= 60  aria-valuemin= 0  aria-valuemax= 100  style= width: 80%; &gt;&lt;/div&gt;&lt;/div&gt; &lt;!--here will be a huge whitespace  and needs to be removed--&gt; remove white space above this line </code></pre>   here is a fiddle: <a href= http://jsfiddle.net/1ts9b5m4/  rel= nofollow >http://jsfiddle.net/1ts9b5m4/</a>    thanks in advance!
java|nlp|stanford-nlp,stanford nlp tools and lots of text  i m currently using the stanford corenlp tools to extract triplets from text. i ve been dealing with relatively small pieces of text  but i need to make it work with larger ones. also  i need this work on the average machine with an average amount of memory. any suggestions on how i can reduce the memory load  perhaps split the text into smaller pieces (this would screw up coreference however...)     thank you
javascript|html|angularjs,stop angular inserting [object object] into my text input  i am using angular to filter an array of data for a table. the filter works on the table but when i select one of the select options it inserts [object object] into my text input. how do i stop this    <pre><code>&lt;div class= table-filters &gt;    &lt;div class= row &gt;     &lt;label&gt;search&lt;/label&gt;     &lt;input ng-model= query    name= search  &gt;   &lt;/div&gt;    &lt;div class= row &gt;     &lt;label for= category &gt;category&lt;/label&gt;     &lt;select ng-model= query.cat &gt;       &lt;option value=  &gt;any&lt;/option&gt;       &lt;option value= vowel &gt;vowels&lt;/option&gt;       &lt;option value= consonant &gt;consonants&lt;/option&gt;       &lt;option value= number &gt;digits&lt;/option&gt;       &lt;option value= sign: dep &gt;dependent signs&lt;/option&gt;       &lt;option value= sign: ind &gt;independent signs&lt;/option&gt;     &lt;/select&gt;   &lt;/div&gt;    &lt;div class= row &gt;     &lt;label for= matched-rows &gt;matched characters&lt;/label&gt;     &lt;span id= matched-rows &gt;{{(rows|filter:query).length}}&lt;/span&lt;   &lt;/div&gt;  &lt;/div&gt; </code></pre>
android|xmpp|smack,how to implement message acknowledgement in smack  i have successfully implemented one to one chat in my android application. now i want to know my message is delivered or not. i googled my problem but unable to find any solution.    thanks in advance.
html|css,fill remaining height of parent after sibling hits min height  title sounds pretty tricky i guess  the thing that i want to achieve is to simply fill exactly remaining height of parent element  here s what i ve got  html:   <pre><code>&lt;div id= container &gt;     &lt;div id= row1 &gt;&lt;/div&gt;     &lt;div id= row2 &gt;&lt;/div&gt; &lt;/div&gt; </code></pre>   css:   <pre><code>#container{     height:100%;     width:100%; } #row1{     min-height:30px;     height:10%; } #row2{     height:90%; } </code></pre>   when #row1 hits min-height and stops shrinking #row2 starts getting extra height  how do i make it calculate height correctly without use of javascript (not that i can t code in it  it s just that half of my layout is made in this example and javascript would cause a lot of performance decrease).
maven-2|maven|maven-plugin,maven finalname property missing artifact extension  i m writing a maven plugin that takes as a parameter the path to the .jar file built by the project.  at the moment i m using the following definition for my configuration variable within my mojo class...   <pre><code>/**  * location of the built artifact  * @parameter expression= ${project.build.finalname}  * @required  */ private file path; </code></pre>   the ${project.build.finalname} property returns the path to the built artifact but does not contain the file extension.  so if my build produced a file called thebuiltjar-1.0.jar my path variable s path points to thebuiltjar-1.0 - which isn t a valid file path.    is there another maven property that contains the full path and extension   or even another property that contains just the extension
security,secure url getting notice message  i am getting  i  in my url. it shows that      www.website.com is encrypted with 128-bit encryption. however  this page includes other resources which are not secure. these resources can be viewed by others while in transit  and can be modified by an attacker to change the look of the page.    the connection uses tls 1.2.    the connection is encrypted and authenticated using aes_128_gcm and uses ecdhe_rsa as the key exchange mechanism     can any one have this issue      how to resolve it      thanks
